"date","Dengue","Zika","Chicungunya","Varicela"
2021-02-01,465820.644034796,75143.7911649457,76884.1348450543,580473.30743709
2021-02-08,466292.358594932,75143.7911649457,76884.1349706526,580473.30743709
2021-02-15,466762.539960703,75143.7911649457,76884.135089351,580473.30743709
2021-02-22,467231.189696816,75143.7911649457,76884.1352015287,580473.30743709
2021-03-01,467698.309396288,75143.7911649457,76884.1353075439,580473.30743709
2021-03-08,468163.900680203,75143.7911649457,76884.135407735,580473.30743709
2021-03-15,468627.965197459,75143.7911649457,76884.135502422,580473.30743709
2021-03-22,469090.504624523,75143.7911649457,76884.1355919074,580473.30743709
2021-03-29,469551.520665185,75143.7911649457,76884.1356764768,580473.30743709
2021-04-05,470011.01505031,75143.7911649457,76884.1357564003,580473.30743709
2021-04-12,470468.989537593,75143.7911649457,76884.1358319332,580473.30743709
2021-04-19,470925.445911311,75143.7911649457,76884.1359033166,580473.30743709
2021-04-26,471380.385982078,75143.7911649457,76884.1359707786,580473.30743709
2021-05-03,471833.811586601,75143.7911649457,76884.1360345344,580473.30743709
2021-05-10,472285.724587433,75143.7911649457,76884.1360947878,580473.30743709
2021-05-17,472736.126872726,75143.7911649457,76884.1361517312,580473.30743709
2021-05-24,473185.020355992,75143.7911649457,76884.1362055463,580473.30743709
2021-05-31,473632.406975855,75143.7911649457,76884.136256405,580473.30743709
2021-06-07,474078.288695807,75143.7911649457,76884.1363044698,580473.30743709
2021-06-14,474522.667503966,75143.7911649457,76884.1363498941,580473.30743709
2021-06-21,474965.545412834,75143.7911649457,76884.136392823,580473.30743709
2021-06-28,475406.924459052,75143.7911649457,76884.1364333935,580473.30743709
2021-07-05,475846.806703158,75143.7911649457,76884.1364717354,580473.30743709
2021-07-12,476285.194229349,75143.7911649457,76884.1365079708,580473.30743709
2021-07-19,476722.089145237,75143.7911649457,76884.1365422157,580473.30743709
2021-07-26,477157.493581609,75143.7911649457,76884.1365745792,580473.30743709
2021-08-02,477591.409692186,75143.7911649457,76884.1366051649,580473.30743709
2021-08-09,478023.839653385,75143.7911649457,76884.1366340703,580473.30743709
2021-08-16,478454.785664082,75143.7911649457,76884.1366613878,580473.30743709
2021-08-23,478884.249945367,75143.7911649457,76884.1366872046,580473.30743709
2021-08-30,479312.234740315,75143.7911649457,76884.1367116031,580473.30743709
2021-09-06,479738.742313741,75143.7911649457,76884.1367346613,580473.30743709
2021-09-13,480163.774951968,75143.7911649457,76884.1367564527,580473.30743709
2021-09-20,480587.334962589,75143.7911649457,76884.136777047,580473.30743709
2021-09-27,481009.424674235,75143.7911649457,76884.13679651,580473.30743709
2021-10-04,481430.046436334,75143.7911649457,76884.1368149037,580473.30743709
2021-10-11,481849.202618885,75143.7911649457,76884.136832287,580473.30743709
2021-10-18,482266.895612217,75143.7911649457,76884.1368487153,580473.30743709
2021-10-25,482683.127826763,75143.7911649457,76884.1368642411,580473.30743709
2021-11-01,483097.901692822,75143.7911649457,76884.136878914,580473.30743709
2021-11-08,483511.219660333,75143.7911649457,76884.1368927808,580473.30743709
2021-11-15,483923.084198642,75143.7911649457,76884.1369058859,580473.30743709
2021-11-22,484333.497796273,75143.7911649457,76884.136918271,580473.30743709
2021-11-29,484742.462960697,75143.7911649457,76884.1369299757,580473.30743709
2021-12-06,485149.982218107,75143.7911649457,76884.1369410374,580473.30743709
2021-12-13,485556.05811319,75143.7911649457,76884.1369514915,580473.30743709
2021-12-20,485960.693208897,75143.7911649457,76884.1369613712,580473.30743709
2021-12-27,486363.89008622,75143.7911649457,76884.1369707082,580473.30743709
2022-01-03,486765.65134397,75143.7911649457,76884.1369795322,580473.30743709
2022-01-10,487165.979598544,75143.7911649457,76884.1369878715,580473.30743709
2022-01-17,487564.877483711,75143.7911649457,76884.1369957527,580473.30743709
2022-01-24,487962.347650384,75143.7911649457,76884.1370032009,580473.30743709
2022-01-31,488358.3927664,75143.7911649457,76884.1370102399,580473.30743709
2022-02-07,488753.015516299,75143.7911649457,76884.1370168923,580473.30743709
2022-02-14,489146.218601103,75143.7911649457,76884.1370231792,580473.30743709
2022-02-21,489538.004738098,75143.7911649457,76884.1370291207,580473.30743709
2022-02-28,489928.376660618,75143.7911649457,76884.1370347358,580473.30743709
2022-03-07,490317.337117821,75143.7911649457,76884.1370400425,580473.30743709
2022-03-14,490704.888874482,75143.7911649457,76884.1370450576,580473.30743709
2022-03-21,491091.034710768,75143.7911649457,76884.1370497972,580473.30743709
2022-03-28,491475.777422031,75143.7911649457,76884.1370542764,580473.30743709
2022-04-04,491859.11981859,NA,76884.1370585096,580473.30743709
2022-04-11,492241.064725519,NA,76884.1370625102,580473.30743709
2022-04-18,492621.614982437,NA,76884.137066291,580473.30743709
2022-04-25,493000.773443296,NA,76884.1370698642,580473.30743709
2022-05-02,493378.54297617,NA,76884.137073241,580473.30743709
2022-05-09,493754.926463048,NA,76884.1370764324,580473.30743709
2022-05-16,494129.926799626,NA,76884.1370794484,580473.30743709
2022-05-23,494503.5468951,NA,76884.1370822987,580473.30743709
2022-05-30,494875.789671958,NA,76884.1370849925,580473.30743709
2022-06-06,495246.658065778,NA,76884.1370875382,580473.30743709
2022-06-13,495616.155025021,NA,76884.1370899442,580473.30743709
2022-06-20,495984.283510834,NA,76884.1370922179,580473.30743709
2022-06-27,496351.046496839,NA,76884.1370943667,580473.30743709
2022-07-04,496716.446968941,NA,76884.1370963975,580473.30743709
2022-07-11,497080.487925122,NA,76884.1370983167,580473.30743709
2022-07-18,497443.172375245,NA,76884.1371001305,580473.30743709
2022-07-25,497804.503340858,NA,76884.1371018446,580473.30743709
2022-08-01,498164.483854991,NA,76884.1371034646,580473.30743709
2022-08-08,498523.116961967,NA,76884.1371049956,580473.30743709
2022-08-15,498880.405717205,NA,76884.1371064425,580473.30743709
2022-08-22,499236.353187023,NA,76884.1371078099,580473.30743709
2022-08-29,499590.962448452,NA,76884.1371091022,580473.30743709
2022-09-05,499944.23658904,NA,NA,580473.30743709
2022-09-12,500296.178706661,NA,NA,580473.30743709
2022-09-19,500646.79190933,NA,NA,580473.30743709
2022-09-26,500996.079315011,NA,NA,580473.30743709
2022-10-03,501344.044051429,NA,NA,580473.30743709
2022-10-10,501690.689255891,NA,NA,580473.30743709
2022-10-17,502036.01807509,NA,NA,580473.30743709
2022-10-24,502380.03366493,NA,NA,580473.30743709
2022-10-31,502722.739190342,NA,NA,580473.30743709
2022-11-07,503064.137825098,NA,NA,580473.30743709
2022-11-14,503404.232751632,NA,NA,580473.30743709
2022-11-21,503743.027160864,NA,NA,580473.30743709
2022-11-28,504080.524252019,NA,NA,580473.30743709
2022-12-05,504416.727232447,NA,NA,580473.30743709
2022-12-12,504751.639317453,NA,NA,580473.30743709
2022-12-19,505085.263730116,NA,NA,580473.30743709
2022-12-26,505417.603701118,NA,NA,580473.30743709
2023-01-02,505748.662468572,NA,NA,580473.30743709
2023-01-09,506078.443277848,NA,NA,580473.30743709
2023-01-16,506406.949381403,NA,NA,580473.30743709
2023-01-23,506734.184038613,NA,NA,580473.30743709
2023-01-30,507060.150515603,NA,NA,580473.30743709
2023-02-06,507384.85208508,NA,NA,580473.30743709
2023-02-13,507708.292026168,NA,NA,580473.30743709
2023-02-20,508030.473624241,NA,NA,580473.30743709
2023-02-27,508351.400170761,NA,NA,580473.30743709
2023-03-06,508671.074963116,NA,NA,580473.30743709
2023-03-13,508989.501304455,NA,NA,580473.30743709
2023-03-20,509306.682503529,NA,NA,580473.30743709
